dataset,row_id,full_question,final_ground_truth,hop_questions,hop_ground_truths,hop_responses
twohopfact,328373,The singer of 'Earth Song' was born in the country of,United States of America,"[""The singer of 'Earth Song' is"", ""Michael Jackson was born in the country of""]","[""Michael Jackson|MJ|The King of Pop|Michael Joe Jackson|Michael Joseph Jackson|M.J.|M. J.|King of Pop|King of Music"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""Michael Jackson"", ""United States""]"
twohopfact,328382,The singer of 'Complicated' was born in the country of,Canada,"[""The singer of 'Complicated' is"", ""Avril Lavigne was born in the country of""]","[""Avril Lavigne|Avril Ramona Lavigne"", ""Canada|CAN|CA""]","[""Avril Lavigne"", ""Canada""]"
twohopfact,328381,The singer of 'Piece of Me' was born in the country of,United States of America,"[""The singer of 'Piece of Me' is"", ""Britney Spears was born in the country of""]","[""Britney Spears|Britney Jean Spears|Britney Bitch|The Princess of Pop|Princess of Pop"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""Britney Spears"", ""United States""]"
twohopfact,328386,The singer of 'Sk8er Boi' was born in the country of,Canada,"[""The singer of 'Sk8er Boi' is"", ""Avril Lavigne was born in the country of""]","[""Avril Lavigne|Avril Ramona Lavigne"", ""Canada|CAN|CA""]","[""Avril Lavigne"", ""Canada""]"
twohopfact,328388,The singer of 'Chandelier' was born in the country of,Australia,"[""The singer of 'Chandelier' is"", ""Sia was born in the country of""]","[""Sia|Sia Kate Isobelle Furler|Sia Furler"", ""Australia|Commonwealth of Australia|AU|AUS|🇦🇺|Straya|Aussieland|Oz|Stralia|New Holland|New Hollandia|Nova Hollandia|Down Under""]","[""Sia Furler"", ""Australia""]"
twohopfact,328393,The singer of 'Lose Yourself' was born in the country of,United States of America,"[""The singer of 'Lose Yourself' is"", ""Eminem was born in the country of""]","[""Eminem|EMINƎM|Slim Shady|Marshall Mathers|Marshall Bruce Mathers III"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""Eminem"", ""United States""]"
twohopfact,328397,The singer of '(You Drive Me) Crazy' was born in the country of,United States of America,"[""The singer of '(You Drive Me) Crazy' is"", ""Britney Spears was born in the country of""]","[""Britney Spears|Britney Jean Spears|Britney Bitch|The Princess of Pop|Princess of Pop"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""Britney Spears"", ""United States""]"
twohopfact,328402,The singer of 'Happy' was born in the country of,United States of America,"[""The singer of 'Happy' is"", ""Pharrell Williams was born in the country of""]","[""Pharrell Williams|Magnum, the Verb Lord|Skateboard P|Pharrell|Sk8board|Auto Goon|Station Wagon P|Pharrell Lanscilo Williams"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""Pharrell Williams"", ""United States""]"
twohopfact,328415,The singer of 'I'm a Slave 4 U' was born in the country of,United States of America,"[""The singer of 'I'm a Slave 4 U' is"", ""Britney Spears was born in the country of""]","[""Britney Spears|Britney Jean Spears|Britney Bitch|The Princess of Pop|Princess of Pop"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""Britney Spears"", ""United States""]"
twohopfact,328426,The singer of 'Summer of '69' was born in the country of,Canada,"[""The singer of 'Summer of '69' is"", ""Bryan Adams was born in the country of""]","[""Bryan Adams|Bryan Guy Adams"", ""Canada|CAN|CA""]","[""Bryan Adams"", ""Canada""]"
twohopfact,328433,The singer of 'Love Me Tender' was born in the country of,United States of America,"[""The singer of 'Love Me Tender' is"", ""Elvis Presley was born in the country of""]","[""Elvis Presley|Elvis|Elvis Aaron Presley|The King of Rock'n'Roll|King of Rock'n'Roll|Elvis Aron Presley|The King of Rock 'n' Roll|King of Rock 'n' Roll|Elvis A. Presley"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""Elvis Presley"", ""United States""]"
twohopfact,328439,The singer of 'Summertime Sadness' was born in the country of,United States of America,"[""The singer of 'Summertime Sadness' is"", ""Lana Del Rey was born in the country of""]","[""Lana Del Rey|May Jailer|Elizabeth Grant|Lizzy Grant|Elizabeth Woolridge Grant|Lana Del Ray|Lana|لانا دل راي|دل راي|إليزابيث وولريدج غرانت|إليزابيث غرانت|ليزي غرانت|ليزي|لانا"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""Lana Del Rey"", ""United States""]"
twohopfact,328452,The singer of 'Still D.R.E.' was born in the country of,United States of America,"[""The singer of 'Still D.R.E.' is"", ""Snoop Dogg was born in the country of""]","[""Snoop Dogg|Snoop Doggy Dogg|Bigg Snoop Dogg|Snoop Lion|Calvin Broadus|Snoopzilla|Cordozar Calvin Broadus|Snoop D.O. Double G|Snoop Rock|Calvin Cordozar Broadus Jr.|Calvin Broadus Jr.|Cordozar Calvin Broadus Jr.|Keresztes Ildikó|Calvin Corde Broadus|Snoop-A-Loop"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""Snoop Dogg"", ""United States""]"
twohopfact,328459,The singer of 'Stronger (What Doesn't Kill You)' was born in the country of,United States of America,"[""The singer of 'Stronger (What Doesn't Kill You)' is"", ""Kelly Clarkson was born in the country of""]","[""Kelly Clarkson|Kelly Brianne Clarkson|Kelly Brianne"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""Kelly Clarkson"", ""United States""]"
twohopfact,328492,The singer of 'Born to Run' was born in the country of,United States of America,"[""The singer of 'Born to Run' is"", ""Bruce Springsteen was born in the country of""]","[""Bruce Springsteen|Bruce Springsteen & The E Street Band|Bruce Frederick Joseph Springsteen|The Boss"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""Bruce Springsteen"", ""United States""]"
twohopfact,328552,The singer of 'Forgot About Dre' was born in the country of,United States of America,"[""The singer of 'Forgot About Dre' is"", ""Eminem was born in the country of""]","[""Eminem|EMINƎM|Slim Shady|Marshall Mathers|Marshall Bruce Mathers III"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""Eminem"", ""United States""]"
twohopfact,328581,The singer of 'Maybellene' was born in the country of,United States of America,"[""The singer of 'Maybellene' is"", ""Chuck Berry was born in the country of""]","[""Chuck Berry|Charles Edward Anderson Berry|Charles Edward Anderson Chuck Berry|Charles Edward Anderson|Charles Edward Berry"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""Chuck Berry"", ""United States""]"
twohopfact,328582,The singer of 'You Never Can Tell' was born in the country of,United States of America,"[""The singer of 'You Never Can Tell' is"", ""Chuck Berry was born in the country of""]","[""Chuck Berry|Charles Edward Anderson Berry|Charles Edward Anderson Chuck Berry|Charles Edward Anderson|Charles Edward Berry"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""Chuck Berry"", ""United States""]"
twohopfact,328714,The singer of 'The Needle and the Damage Done' was born in the country of,Canada,"[""The singer of 'The Needle and the Damage Done' is"", ""Neil Young was born in the country of""]","[""Neil Young|Neil Percival Young|Shakey|Godfather of Grunge|Neil Percival Kenneth Robert Ragland Young"", ""Canada|CAN|CA""]","[""Neil Young"", ""Canada""]"
twohopfact,329589,The singer of 'G.I. Blues' was born in the country of,United States of America,"[""The singer of 'G.I. Blues' is"", ""Elvis Presley was born in the country of""]","[""Elvis Presley|Elvis|Elvis Aaron Presley|The King of Rock'n'Roll|King of Rock'n'Roll|Elvis Aron Presley|The King of Rock 'n' Roll|King of Rock 'n' Roll|Elvis A. Presley"", ""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica""]","[""Elvis Presley"", ""United States""]"
twohopfact,346234,The father of the singer of 'Love Story' is named,Scott Swift,"[""The singer of 'Love Story' is"", ""The father of Taylor Swift is named""]","[""Taylor Swift|Taylor Alison Swift|Nils Sjöberg"", ""Scott Swift|Scott Kingsley Swift""]","[""Taylor Swift"", ""Scott Kingsley Swift""]"
twohopfact,346239,The father of the singer of '(You Drive Me) Crazy' is named,James Parnell Spears,"[""The singer of '(You Drive Me) Crazy' is"", ""The father of Britney Spears is named""]","[""Britney Spears|Britney Jean Spears|Britney Bitch|The Princess of Pop|Princess of Pop"", ""James Parnell Spears|Jamie Spears""]","[""Britney Spears"", ""Jamie Spears.""]"
twohopfact,346241,The father of the singer of 'You Belong with Me' is named,Scott Swift,"[""The singer of 'You Belong with Me' is"", ""The father of Taylor Swift is named""]","[""Taylor Swift|Taylor Alison Swift|Nils Sjöberg"", ""Scott Swift|Scott Kingsley Swift""]","[""Taylor Swift"", ""Scott Kingsley Swift""]"
twohopfact,346256,The father of the singer of 'I'm a Slave 4 U' is named,James Parnell Spears,"[""The singer of 'I'm a Slave 4 U' is"", ""The father of Britney Spears is named""]","[""Britney Spears|Britney Jean Spears|Britney Bitch|The Princess of Pop|Princess of Pop"", ""James Parnell Spears|Jamie Spears""]","[""Britney Spears"", ""Jamie Spears.""]"
twohopfact,346257,The father of the singer of 'Wrecking Ball' is named,Billy Ray Cyrus,"[""The singer of 'Wrecking Ball' is"", ""The father of Miley Cyrus is named""]","[""Miley Cyrus|Destiny Hope Cyrus|Miley Ray Cyrus|Ashley O|Smiley Miley|Miley R. Cyrus|Miley Cyrus Love|Hannah Montana"", ""Billy Ray Cyrus|William Ray Cyrus""]","[""Miley Cyrus"", ""Billy Ray Cyrus.""]"
twohopfact,346258,The father of the singer of 'Thinking Out Loud' is named,John Sheeran,"[""The singer of 'Thinking Out Loud' is"", ""The father of Ed Sheeran is named""]","[""Ed Sheeran|Edward Christopher Sheeran|Edward Sheeran"", ""John Sheeran""]","[""Ed Sheeran"", ""John Sheeran""]"
twohopfact,346263,The father of the singer of 'I Knew You Were Trouble' is named,Scott Swift,"[""The singer of 'I Knew You Were Trouble' is"", ""The father of Taylor Swift is named""]","[""Taylor Swift|Taylor Alison Swift|Nils Sjöberg"", ""Scott Swift|Scott Kingsley Swift""]","[""Taylor Swift"", ""Scott Kingsley Swift""]"
twohopfact,346264,The father of the singer of 'Party in the U.S.A.' is named,Billy Ray Cyrus,"[""The singer of 'Party in the U.S.A.' is"", ""The father of Miley Cyrus is named""]","[""Miley Cyrus|Destiny Hope Cyrus|Miley Ray Cyrus|Ashley O|Smiley Miley|Miley R. Cyrus|Miley Cyrus Love|Hannah Montana"", ""Billy Ray Cyrus|William Ray Cyrus""]","[""Miley Cyrus"", ""Billy Ray Cyrus""]"
twohopfact,346308,The father of the singer of 'The Story of Us' is named,Scott Swift,"[""The singer of 'The Story of Us' is"", ""The father of Taylor Swift is named""]","[""Taylor Swift|Taylor Alison Swift|Nils Sjöberg"", ""Scott Swift|Scott Kingsley Swift""]","[""Taylor Swift"", ""Scott Kingsley Swift""]"
twohopfact,346317,The father of the singer of 'Fearless' is named,Scott Swift,"[""The singer of 'Fearless' is"", ""The father of Taylor Swift is named""]","[""Taylor Swift|Taylor Alison Swift|Nils Sjöberg"", ""Scott Swift|Scott Kingsley Swift""]","[""Taylor Swift"", ""Scott Kingsley Swift""]"
twohopfact,346833,The father of the singer of 'I Know Places' is named,Scott Swift,"[""The singer of 'I Know Places' is"", ""The father of Taylor Swift is named""]","[""Taylor Swift|Taylor Alison Swift|Nils Sjöberg"", ""Scott Swift|Scott Kingsley Swift""]","[""Taylor Swift"", ""Scott Kingsley Swift""]"
twohopfact,352109,The mother of the singer of 'Earth Song' is named,Katherine Jackson,"[""The singer of 'Earth Song' is"", ""The mother of Michael Jackson is named""]","[""Michael Jackson|MJ|The King of Pop|Michael Joe Jackson|Michael Joseph Jackson|M.J.|M. J.|King of Pop|King of Music"", ""Katherine Jackson|Kattie B. Screws|Katherine Scruse|Katherine Esther Scruse|Katherine Esther Jackson""]","[""Michael Jackson"", ""Katherine Esther Jackson""]"
twohopfact,352234,The mother of the singer of 'Do the Bartman' is named,Katherine Jackson,"[""The singer of 'Do the Bartman' is"", ""The mother of Michael Jackson is named""]","[""Michael Jackson|MJ|The King of Pop|Michael Joe Jackson|Michael Joseph Jackson|M.J.|M. J.|King of Pop|King of Music"", ""Katherine Jackson|Kattie B. Screws|Katherine Scruse|Katherine Esther Scruse|Katherine Esther Jackson""]","[""Michael Jackson"", ""Katherine Esther Jackson""]"
