uid,e1_value,e2_value,e3_value,r1_prompt,r1_expected_aliases,r1_response,r1_matched_alias,r2_prompt,r2_expected_aliases,r2_response,r2_matched_alias,fact_comp_type,category
443656,Marvin Minsky,Harvard University,United States of America,Marvin Minsky's undergrad university is,Harvard University|Harvard|University of Harvard|Harvard Graduate School|harvard.edu,Harvard University,Harvard University,Harvard University has its headquarters in the country of,United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica,United States.,United States,hqcntry of person's uguniv,person-uguniv-hqcntry
443661,Jeb Bush,University of Texas at Austin,United States of America,Jeb Bush's undergrad university is,"University of Texas at Austin|UT-Austin|UT Austin|UT|University of Texas, Austin|utexas.edu|University of Texas|UTA|The University of Texas at Austin|TTexas Longhorns swimming and diving",University of Texas at Austin,University of Texas at Austin,University of Texas at Austin has its headquarters in the country of,United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica,United States,United States,hqcntry of person's uguniv,person-uguniv-hqcntry
443675,Mayim Bialik,"University of California, Los Angeles",United States of America,Mayim Bialik's undergrad university is,"University of California, Los Angeles|UCLA|UC Los Angeles|University of California-Los Angeles|Los Angeles University of California|University of California at Los Angeles|State Normal School at Los Angeles|University of California Southern Branch|University of California Los Angeles|ucla.edu","University of California, Los Angeles (UCLA)","University of California, Los Angeles","University of California, Los Angeles has its headquarters in the country of",United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica,United States.,United States,hqcntry of person's uguniv,person-uguniv-hqcntry
443724,Catherine Cortez Masto,"University of Nevada, Reno",United States of America,Catherine Cortez Masto's undergrad university is,"University of Nevada, Reno|University of Nevada|Nevada State University|University of Nevada Reno|University of Nevada - Reno|State University of Nevada|UNR|unr.edu","University of Nevada, Reno","University of Nevada, Reno","University of Nevada, Reno has its headquarters in the country of",United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica,United States.,United States,hqcntry of person's uguniv,person-uguniv-hqcntry
443740,Jack Layton,McGill University,Canada,Jack Layton's undergrad university is,McGill University|Royal institution of advanced learning|University of McGill College|McGill college|McGill|mcgill.ca,McGill University,McGill University,McGill University has its headquarters in the country of,Canada|CAN|CA,Canada.,Canada,hqcntry of person's uguniv,person-uguniv-hqcntry
443758,Mona Simpson,"University of California, Berkeley",United States of America,Mona Simpson's undergrad university is,"University of California, Berkeley|University of California Berkeley|UC Berkeley|Berkeley|Cal|Univ. of California Berkeley|Cal-Berkeley|berkeley.edu|University of California at Berkeley|Berkeley University|UCB","University of California, Berkeley","University of California, Berkeley","University of California, Berkeley has its headquarters in the country of",United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica,United States.,United States,hqcntry of person's uguniv,person-uguniv-hqcntry
443796,Denton Cooley,University of Texas at Austin,United States of America,Denton Cooley's undergrad university is,"University of Texas at Austin|UT-Austin|UT Austin|UT|University of Texas, Austin|utexas.edu|University of Texas|UTA|The University of Texas at Austin|TTexas Longhorns swimming and diving",University of Texas at Austin,University of Texas at Austin,University of Texas at Austin has its headquarters in the country of,United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica,United States.,United States,hqcntry of person's uguniv,person-uguniv-hqcntry
443846,Allan Alcorn,"University of California, Berkeley",United States of America,Allan Alcorn's undergrad university is,"University of California, Berkeley|University of California Berkeley|UC Berkeley|Berkeley|Cal|Univ. of California Berkeley|Cal-Berkeley|berkeley.edu|University of California at Berkeley|Berkeley University|UCB","University of California, Berkeley","University of California, Berkeley","University of California, Berkeley has its headquarters in the country of",United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica,United States,United States,hqcntry of person's uguniv,person-uguniv-hqcntry
443866,Lucy Worsley,University of Oxford,United Kingdom,Lucy Worsley's undergrad university is,University of Oxford|Oxford University|Oxon.|Oxf|Universitas Oxoniensis|Oxford,University of Oxford,University of Oxford,University of Oxford has its headquarters in the country of,United Kingdom|🇬🇧|UK|United Kingdom of Great Britain and Northern Ireland|U.K.|GBR|GB|U. K.|U K|G.B.|G. B.|G B|Great Britain|G.B.R.|G B R|Britain|Great Britain and Northern Ireland|The United Kingdom of Great Britain and Northern Ireland|The UK,United Kingdom,United Kingdom,hqcntry of person's uguniv,person-uguniv-hqcntry
443969,Mary Douglas Tindale,University of Sydney,Australia,Mary Douglas Tindale's undergrad university is,University of Sydney|Sydney University|USyd|Sydney Uni|The University of Sydney,University of Sydney,University of Sydney,University of Sydney has its headquarters in the country of,Australia|Commonwealth of Australia|AU|AUS|🇦🇺|Straya|Aussieland|Oz|Stralia|New Holland|New Hollandia|Nova Hollandia|Down Under,Australia,Australia,hqcntry of person's uguniv,person-uguniv-hqcntry
443982,Adora Svitak,"University of California, Berkeley",United States of America,Adora Svitak's undergrad university is,"University of California, Berkeley|University of California Berkeley|UC Berkeley|Berkeley|Cal|Univ. of California Berkeley|Cal-Berkeley|berkeley.edu|University of California at Berkeley|Berkeley University|UCB","University of California, Berkeley","University of California, Berkeley","University of California, Berkeley has its headquarters in the country of",United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica,United States,United States,hqcntry of person's uguniv,person-uguniv-hqcntry
443985,David Nabarro,University of Oxford,United Kingdom,David Nabarro's undergrad university is,University of Oxford|Oxford University|Oxon.|Oxf|Universitas Oxoniensis|Oxford,University of Oxford,University of Oxford,University of Oxford has its headquarters in the country of,United Kingdom|🇬🇧|UK|United Kingdom of Great Britain and Northern Ireland|U.K.|GBR|GB|U. K.|U K|G.B.|G. B.|G B|Great Britain|G.B.R.|G B R|Britain|Great Britain and Northern Ireland|The United Kingdom of Great Britain and Northern Ireland|The UK,United Kingdom,United Kingdom,hqcntry of person's uguniv,person-uguniv-hqcntry
443987,Diane Wakoski,"University of California, Berkeley",United States of America,Diane Wakoski's undergrad university is,"University of California, Berkeley|University of California Berkeley|UC Berkeley|Berkeley|Cal|Univ. of California Berkeley|Cal-Berkeley|berkeley.edu|University of California at Berkeley|Berkeley University|UCB","University of California, Berkeley","University of California, Berkeley","University of California, Berkeley has its headquarters in the country of",United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica,United States.,United States,hqcntry of person's uguniv,person-uguniv-hqcntry
444027,Junuthula  N. Reddy,Osmania University,India,Junuthula  N. Reddy's undergrad university is,Osmania University,Osmania University,Osmania University,Osmania University has its headquarters in the country of,India|Republic of India|Bharat|Bharatvarsh|Hindustan|IN|IND|🇮🇳|Bharata|Hindoostan|Indostan|Bharat Ganarajya,India,India,hqcntry of person's uguniv,person-uguniv-hqcntry
444051,Kevin Plank,University of Maryland,United States of America,Kevin Plank's undergrad university is,"University of Maryland|The University of Maryland|UM|UMD|UMCP|University of Maryland at College Park|University of Maryland, College Park|Maryland State College|umd.edu",University of Maryland,University of Maryland,University of Maryland has its headquarters in the country of,United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica,United States.,United States,hqcntry of person's uguniv,person-uguniv-hqcntry
444115,Wab Kinew,University of Manitoba,Canada,Wab Kinew's undergrad university is,University of Manitoba|umanitoba.ca,University of Manitoba,University of Manitoba,University of Manitoba has its headquarters in the country of,Canada|CAN|CA,Canada,Canada,hqcntry of person's uguniv,person-uguniv-hqcntry
444215,Nikki Fried,University of Florida,United States of America,Nikki Fried's undergrad university is,University of Florida|UF|University of the State of Florida|Florida University|ufl.edu,University of Florida,University of Florida,University of Florida has its headquarters in the country of,United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica,United States.,United States,hqcntry of person's uguniv,person-uguniv-hqcntry
444367,Winthrop Jordan,Harvard University,United States of America,Winthrop Jordan's undergrad university is,Harvard University|Harvard|University of Harvard|Harvard Graduate School|harvard.edu,Harvard University,Harvard University,Harvard University has its headquarters in the country of,United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica,United States,United States,hqcntry of person's uguniv,person-uguniv-hqcntry
444574,Charles Allerton Coolidge,Harvard University,United States of America,Charles Allerton Coolidge's undergrad university is,Harvard University|Harvard|University of Harvard|Harvard Graduate School|harvard.edu,Harvard University,Harvard University,Harvard University has its headquarters in the country of,United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica,United States,United States,hqcntry of person's uguniv,person-uguniv-hqcntry
444575,Stanford Lyman,"University of California, Berkeley",United States of America,Stanford Lyman's undergrad university is,"University of California, Berkeley|University of California Berkeley|UC Berkeley|Berkeley|Cal|Univ. of California Berkeley|Cal-Berkeley|berkeley.edu|University of California at Berkeley|Berkeley University|UCB","University of California, Berkeley","University of California, Berkeley","University of California, Berkeley has its headquarters in the country of",United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica,United States,United States,hqcntry of person's uguniv,person-uguniv-hqcntry
445300,Efstathios E. Michaelides,University of Oxford,United Kingdom,Efstathios E. Michaelides's undergrad university is,University of Oxford|Oxford University|Oxon.|Oxf|Universitas Oxoniensis|Oxford,University of Oxford,University of Oxford,University of Oxford has its headquarters in the country of,United Kingdom|🇬🇧|UK|United Kingdom of Great Britain and Northern Ireland|U.K.|GBR|GB|U. K.|U K|G.B.|G. B.|G B|Great Britain|G.B.R.|G B R|Britain|Great Britain and Northern Ireland|The United Kingdom of Great Britain and Northern Ireland|The UK,United Kingdom,United Kingdom,hqcntry of person's uguniv,person-uguniv-hqcntry
465480,Joseph Wharton,The Wharton School,Philadelphia,The university founded by Joseph Wharton is,The Wharton School|Wharton School|Wharton School of Business|Wharton|University of Pennsylvania Wharton School|Wharton School of the University of Pennsylvania|Wharton Business School,Wharton College of Engineering,Wharton,The Wharton School has its headquarters in the city of,"Philadelphia|Philly|City of Brotherly Love|Cradle of Liberty|Philadelphia, Pennsylvania|City of Philadelphia|Philadelphia, PA|Philadelphia, Pa.",Philadelphia.,Philadelphia,hqcity of founder's univ,founder-univ-hqcity
465484,Massachusetts General Court,Harvard University,Cambridge,The university founded by Massachusetts General Court is,Harvard University|Harvard|University of Harvard|Harvard Graduate School|harvard.edu,Harvard University,Harvard University,Harvard University has its headquarters in the city of,"Cambridge|Cambridge, Massachusetts|Cambridge, MA",Cambridge.,Cambridge,hqcity of founder's univ,founder-univ-hqcity
